0.42126,0.511811,0.271654,0.405512,0.192913,0.322835,0.452756,0.598425,0.401575,0.283465,0.46063,0.708661,0.370079,0.472441,0.322835,0.586614,0.366142,0.523622
0.366142,0.468504,0.409449,0.755906,0.728346,0.165354,0.69685,0.685039,0.519685,0.464567,0.65748,0.818898,0.464567,0.547244,0.511811,0.76378,0.590551,0.653543
0.425197,0.468504,0.401575,0.720472,0.712598,0.295276,0.704724,0.681102,0.555118,0.484252,0.65748,0.814961,0.492126,0.551181,0.515748,0.755906,0.712598,0.645669
0.251969,0.259843,0.295276,0.444882,0.405512,0.295276,0.377953,0.507874,0.287402,0.307087,0.409449,0.543307,0.208661,0.433071,0.299213,0.440945,0.322835,0.464567
0.440945,0.515748,0.251969,0.452756,0.204724,0.338583,0.5,0.57874,0.401575,0.30315,0.480315,0.669291,0.322835,0.480315,0.330709,0.582677,0.417323,0.555118
0.295276,0.370079,0.417323,0.767717,0.716535,0.26378,0.724409,0.669291,0.570866,0.492126,0.665354,0.811024,0.492126,0.547244,0.503937,0.755906,0.649606,0.653543
0.728346,0.511811,0.334646,0.46063,0.267717,0.307087,0.413386,0.417323,0.244094,0.377953,0.448819,0.374016,0.173228,0.440945,0.307087,0.23622,0.322835,0.515748
0.334646,0.433071,0.519685,0.732283,0.716535,0.350394,0.720472,0.65748,0.590551,0.452756,0.669291,0.814961,0.425197,0.531496,0.492126,0.751969,0.661417,0.653543
0.688976,0.5,0.322835,0.476378,0.248031,0.322835,0.429134,0.417323,0.244094,0.397638,0.452756,0.377953,0.181102,0.448819,0.307087,0.259843,0.354331,0.5
0.34252,0.393701,0.480315,0.744094,0.677165,0.314961,0.700787,0.681102,0.519685,0.484252,0.637795,0.807087,0.46063,0.562992,0.496063,0.775591,0.641732,0.661417
0.389764,0.401575,0.267717,0.507874,0.429134,0.295276,0.393701,0.53937,0.307087,0.354331,0.393701,0.61811,0.26378,0.468504,0.295276,0.484252,0.393701,0.53937
0.448819,0.476378,0.476378,0.755906,0.704724,0.228346,0.716535,0.669291,0.566929,0.496063,0.669291,0.807087,0.472441,0.562992,0.523622,0.755906,0.779528,0.692913
0.724409,0.476378,0.354331,0.42126,0.224409,0.330709,0.362205,0.393701,0.251969,0.405512,0.417323,0.299213,0.185039,0.425197,0.299213,0.204724,0.405512,0.555118
0.527559,0.413386,0.291339,0.448819,0.389764,0.291339,0.318898,0.507874,0.275591,0.38189,0.358268,0.519685,0.192913,0.456693,0.314961,0.338583,0.311024,0.515748
0.559055,0.444882,0.307087,0.53937,0.425197,0.307087,0.397638,0.551181,0.314961,0.38189,0.401575,0.562992,0.216535,0.472441,0.314961,0.409449,0.311024,0.503937
0.464567,0.464567,0.535433,0.744094,0.661417,0.275591,0.708661,0.673228,0.527559,0.496063,0.653543,0.799213,0.484252,0.555118,0.515748,0.755906,0.728346,0.665354
0.594488,0.496063,0.23622,0.456693,0.181102,0.334646,0.574803,0.712598,0.417323,0.314961,0.653543,0.814961,0.46063,0.291339,0.452756,0.76378,0.720472,0.641732
0.405512,0.488189,0.527559,0.720472,0.712598,0.251969,0.720472,0.673228,0.57874,0.472441,0.708661,0.767717,0.527559,0.437008,0.53937,0.740157,0.885827,0.665354
0.484252,0.496063,0.228346,0.464567,0.173228,0.334646,0.594488,0.704724,0.397638,0.283465,0.692913,0.799213,0.511811,0.208661,0.476378,0.755906,0.846457,0.641732
0.468504,0.503937,0.200787,0.519685,0.188976,0.338583,0.641732,0.720472,0.566929,0.311024,0.677165,0.787402,0.543307,0.326772,0.468504,0.76378,0.838583,0.61811
0.720472,0.496063,0.322835,0.417323,0.19685,0.322835,0.34252,0.425197,0.255906,0.354331,0.38189,0.326772,0.204724,0.397638,0.299213,0.208661,0.429134,0.515748
0.374016,0.472441,0.275591,0.511811,0.188976,0.330709,0.65748,0.669291,0.53937,0.279528,0.673228,0.818898,0.393701,0.429134,0.488189,0.779528,0.69685,0.681102
0.73622,0.488189,0.34252,0.397638,0.188976,0.322835,0.314961,0.417323,0.26378,0.397638,0.366142,0.30315,0.200787,0.401575,0.291339,0.181102,0.472441,0.547244
0.732283,0.507874,0.354331,0.437008,0.204724,0.314961,0.370079,0.393701,0.248031,0.385827,0.409449,0.366142,0.161417,0.433071,0.299213,0.251969,0.358268,0.5
